ID,Name,Strength,Generic Name,Manufactured by,Unit Price
241,Acmegra,50 mg,Sildenafil Citrate,ACME Laboratories Ltd.,Unit Price : ৳ 27.09
242,Acmegra,100 mg,Sildenafil Citrate,ACME Laboratories Ltd.,Unit Price : ৳ 45.13
243,Acmina,,"Mustakarista [Cyperus, Zingiber, Piper nigrum]",ACME Laboratories Ltd.,200 ml bottle : ৳ 60.00
244,ACN,100 mg,Aceclofenac,Modern Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
245,Acne-Aid,2%,Sulphonated Surfactant,GlaxoSmithKline,150 ml bottle : ৳ 649.00
246,Acne-Aid,6.30%,Sulphonated Surfactant,GlaxoSmithKline,100 gm bar : ৳ 315.00
247,Acnegel,0.1%+2.5%,Adapalene + Benzoyl peroxide,ACME Laboratories Ltd.,10 gm tube : ৳ 160.48
248,Acnesone,7.50%,Dapsone (Topical gel),Incepta Pharmaceuticals Ltd.,15 gm tube : ৳ 150.00
249,Acora,90 mg,Ticagrelor,ACI Limited,Unit Price : ৳ 75.00
250,Acorex,15 mg/5 ml,Ambroxol Hydrochloride,Apex Pharmaceuticals Ltd.,100 ml bottle : ৳ 40.00
251,Acos,200 mg/5 ml,Azithromycin Dihydrate,Radiant Pharmaceuticals Ltd.,30 ml bottle : ৳ 175.53
252,Acos,500 mg,Azithromycin Dihydrate,Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 55.17
253,Acryth,125 mg/5 ml,Erythromycin (Oral),Monicopharma Ltd.,100 ml bottle : ৳ 60.00
254,Act,120 mg/5 ml,Paracetamol,Ambee Pharmaceuticals Ltd.,60 ml bottle : ৳ 20.56
255,Act,80 mg/ml,Paracetamol,Ambee Pharmaceuticals Ltd.,15 ml bottle : ৳ 12.31
256,Act,500 mg,Paracetamol,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 0.80
257,Act Plus,500 mg+65 mg,Paracetamol + Caffeine,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
258,Actemra,80 mg/4 ml,Tocilizumab,Roche Bangladesh Ltd.,"4 ml vial : ৳ 8,700.00"
259,Actemra,400 mg/20 ml,Tocilizumab,Roche Bangladesh Ltd.,"20 ml vial : ৳ 43,500.00"
260,Actemra,162 mg/0.9 ml,Tocilizumab,Roche Bangladesh Ltd.,"0.9 ml pre-filled syringe : ৳ 14,950.00"
261,Actemra,200 mg/10 ml,Tocilizumab,Roche Bangladesh Ltd.,"10 ml vial : ৳ 21,750.00"
262,Acteria,4 billion/sachet,Probiotic Combination [4 Billion],Radiant Pharmaceuticals Ltd.,4 billion sachet : ৳ 42.00
263,Acteria,4 billion,Probiotic Combination [4 Billion],Radiant Pharmaceuticals Ltd.,Unit Price : ৳ 40.00
264,Acticol,15 mg/5 ml,Ambroxol Hydrochloride,GlaxoSmithKline,100 ml bottle : ৳ 40.00
265,Actidex,25 mg,Dexketoprofen,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
266,Actifast,10 mg,Ketorolac Tromethamine,Social Marketing Company,Unit Price : ৳ 10.00
267,Actilac,3.35 gm/5 ml,Lactulose,Healthcare Pharmaceuticals Ltd.,100 ml syrup : ৳ 125.00
268,Actilyse,1 mg/1 ml,Alteplase,Radiant Pharmaceuticals Ltd.,"50 mg vial : ৳ 50,000.00"
269,Actisal,1 mg/5 ml,Levosalbutamol (Oral),Silva Pharmaceuticals Ltd.,50 ml bottle : ৳ 25.09
270,Actisal,1 mg,Levosalbutamol (Oral),Silva Pharmaceuticals Ltd.,Unit Price : ৳ 0.90
271,Actisal,1 mg,Levosalbutamol (Oral),Silva Pharmaceuticals Ltd.,Unit Price : ৳ 0.90
272,Activa,50 mg,Sildenafil Citrate,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 25.00
273,Activa,100 mg,Sildenafil Citrate,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 40.00
274,Active Plus,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,The White Horse Pharma,Unit Price : ৳ 2.50
275,Activit Gold,,Multivitamin & Multimineral [A-Z gold preparation],Delta Pharma Ltd.,Unit Price : ৳ 7.00
276,Activit Silver,,Multivitamin & Multimineral [A-Z silver preparation],Delta Pharma Ltd.,Unit Price : ৳ 7.00
277,Activit Z,,Vitamin B Complex + Zinc,Delta Pharma Ltd.,100 ml bottle : ৳ 45.00
278,Activit ZI,,Iron Polymaltose Complex + Vitamin B Complex + Zinc,Delta Pharma Ltd.,100 ml bottle : ৳ 50.00
279,Actizen,5 mg/5 ml,Cetirizine Hydrochloride,Ambee Pharmaceuticals Ltd.,60 ml bottle : ৳ 16.06
280,Actizen,10 mg,Cetirizine Hydrochloride,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 2.03
281,Actol,120 mg/5 ml,Paracetamol,Somatec Pharmaceuticals Ltd.,60 ml bottle : ৳ 20.69
282,Actolin,2 mg/5 ml,Salbutamol,Globe Pharmaceuticals Ltd.,100 ml bottle : ৳ 23.00
283,Actolin,4 mg,Salbutamol,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 0.40
284,Actomeg,15 mg+850 mg,Pioglitazone + Metformin Hydrochloride,UniMed UniHealth,Unit Price : ৳ 10.00
285,Actomeg,15 mg+500 mg,Pioglitazone + Metformin Hydrochloride,UniMed UniHealth,Unit Price : ৳ 9.00
286,Actose,15 mg,Pioglitazone,UniMed UniHealth,Unit Price : ৳ 8.00
287,Actose,30 mg,Pioglitazone,UniMed UniHealth,Unit Price : ৳ 15.00
288,Actrapid,40 IU/ml,Insulin Human [Fast-Acting],Novo Nordisk,10 ml vial : ৳ 268.00
289,Actrapid,100 IU/ml,Insulin Human [Fast-Acting],Novo Nordisk,10 ml vial : ৳ 415.00
290,Actrapid FlexPen,100 IU/ml,Insulin Human [Fast-Acting],Novo Nordisk,3 ml flexpen : ৳ 421.00
291,Actrapid Penfill,100 IU/ml,Insulin Human [Fast-Acting],Novo Nordisk,3 ml cartridge : ৳ 419.00
292,Actrim,(200 mg+40 mg)/5 ml,Sulphamethoxazole + Trimethoprim,Globe Pharmaceuticals Ltd.,60 ml bottle : ৳ 22.00
293,Actrim-DS,800 mg+160 mg,Sulphamethoxazole + Trimethoprim,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
294,Actulose,3.35 gm/5 ml,Lactulose,Silva Pharmaceuticals Ltd.,100 ml bottle : ৳ 60.22
295,Acubis,5 mg,Bisoprolol Hemifumarate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 10.03
296,Acubis,2.5 mg,Bisoprolol Hemifumarate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
297,Acudipin,5 mg,Amlodipine Besilate,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 5.02
298,Acudipin Plus,5 mg+50 mg,Amlodipine Besilate + Atenolol,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 6.02
299,Acunac,0.09%,Bromfenac Sodium,General Pharmaceuticals Ltd.,5 ml drop : ৳ 100.30
300,Acupain,10 mg,Ketorolac Tromethamine,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 10.06
301,Acupain,30 mg/ml,Ketorolac Tromethamine,Beacon Pharmaceuticals Ltd.,1 ml ampoule : ৳ 55.20
302,Acuren,50 mg,Hydrochlorothiazide,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 1.00
303,Acuren,25 mg,Hydrochlorothiazide,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 0.70
304,Acusan,50 mg,Losartan Potassium,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 8.02
305,Acusan Plus,50 mg+12.5 mg,Losartan Potassium + Hydrochlorothiazide,Concord Pharmaceuticals Ltd.,Unit Price : ৳ 8.02
306,Acyvir,3%,Acyclovir (Ophthalmic),Aristopharma Ltd.,5 gm tube : ৳ 125.00
307,Acyvir,250 mg/vial,Acyclovir (Injection),Aristopharma Ltd.,250 mg vial : ৳ 400.00
308,Acyvir,500 mg/vial,Acyclovir (Injection),Aristopharma Ltd.,500 mg vial : ৳ 700.00
309,Ad-All,,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,Ad-din Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
310,Adaben Duo,0.1%+2.5%,Adapalene + Benzoyl peroxide,Incepta Pharmaceuticals Ltd.,20 gm tube : ৳ 200.00
311,Adafil,20 mg,Tadalafil,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 60.00
312,Adafil,10 mg,Tadalafil,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 35.00
313,Adagel Plus,0.1%+2.5%,Adapalene + Benzoyl peroxide,UniMed UniHealth,20 gm tube : ৳ 200.00
314,Adair,500 mcg,Roflumilast,ACI Limited,Unit Price : ৳ 15.00
315,Adalimab,40 mg/0.8 ml,Adalimumab,Healthcare Pharmaceuticals Ltd.,"0.8 ml pre-filled syringe : ৳ 15,000.00"
316,Adam 33,5 mg,Prednisolone,Nuvista Pharma Ltd.,Unit Price : ৳ 1.73
317,Adam 33,20 mg,Prednisolone,Nuvista Pharma Ltd.,Unit Price : ৳ 6.28
318,Adapel,0.10%,Adapalene,Healthcare Pharmaceuticals Ltd.,10 gm tube : ৳ 60.00
319,Adarbi,80 mg,Azilsartan Medoxomil,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 22.00
320,Adarbi,40 mg,Azilsartan Medoxomil,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 12.00
321,Adcal D,500 mg+200 IU,Calcium Carbonate [Elemental source] + Vitamin D3,Amulet Pharmaceuticals Ltd.,Unit Price : ৳ 5.02
322,Adcovit,,Vitamin B complex,Team Pharmaceuticals Ltd.,200 ml bottle : ৳ 62.19
323,Adebrox,15 mg/5 ml,Ambroxol Hydrochloride,Supreme Pharmaceutical Ltd.,100 ml bottle : ৳ 40.00
324,Adecard,6 mg/2 ml,Adenosine,Popular Pharmaceuticals Ltd.,2 ml ampoule : ৳ 150.00
325,Adecef,125 mg/5 ml,Cephradine,Supreme Pharmaceutical Ltd.,100 ml bottle : ৳ 80.00
326,Adecef,500 mg,Cephradine,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 12.50
327,Adecef DS,250 mg/5 ml,Cephradine,Supreme Pharmaceutical Ltd.,100 ml bottle : ৳ 120.00
328,Adecin,500 mg,Ciprofloxacin,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 14.00
329,Adegra,50 mg,Sildenafil Citrate,ACI Limited,Unit Price : ৳ 30.09
330,Adegra,100 mg,Sildenafil Citrate,ACI Limited,Unit Price : ৳ 50.15
331,Adegut,5 mg/5 ml,Domperidone Maleate,Supreme Pharmaceutical Ltd.,60 ml bottle : ৳ 28.00
332,Adegut,10 mg,Domperidone Maleate,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 2.00
333,Adelax,0.5 mg+10 mg,Flupentixol + Melitracen,ACI Limited,Unit Price : ৳ 5.02
334,Adempa,25 mg,Empagliflozin,UniMed UniHealth,Unit Price : ৳ 50.00
335,Adempa,10 mg,Empagliflozin,UniMed UniHealth,Unit Price : ৳ 25.00
336,Adetil,250 mg,Cefuroxime Axetil,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 25.00
337,Adetil,500 mg,Cefuroxime Axetil,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 45.00
338,Adexim,100 mg/5 ml,Cefixime Trihydrate,Supreme Pharmaceutical Ltd.,50 ml bottle : ৳ 160.00
339,Adexim,200 mg,Cefixime Trihydrate,Supreme Pharmaceutical Ltd.,Unit Price : ৳ 30.00
340,Adflox,500 mg,Flucloxacillin Sodium,Team Pharmaceuticals Ltd.,Unit Price : ৳ 9.50
341,Adfovir,10 mg,Adefovir Dipivoxil,Sun Pharmaceutical Ltd.,Unit Price : ৳ 25.00
342,Adgar,0.30%,Adapalene,ACI Limited,10 gm tube : ৳ 80.24
343,Adgar,0.10%,Adapalene,ACI Limited,10 gm tube : ৳ 60.18
344,Adglim,2 mg,Glimepiride,UniMed UniHealth,Unit Price : ৳ 5.00
345,Adglim,1 mg,Glimepiride,UniMed UniHealth,Unit Price : ৳ 3.00
346,Adifex,120 mg,Fexofenadine Hydrochloride,United Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
347,Adinir,125 mg/5 ml,Cefdinir,ACME Laboratories Ltd.,60 ml bottle : ৳ 175.66
348,Adinir,300 mg,Cefdinir,ACME Laboratories Ltd.,Unit Price : ৳ 45.16
349,Adipal Plus,0.1%+2.5%,Adapalene + Benzoyl peroxide,Guardian Healthcare Ltd.,10 gm tube : ৳ 150.00
350,Adiponil,120 mg,Orlistat,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 40.00
351,Adiva,600 mg,Efavirenz,Square Pharmaceuticals Ltd.,Unit Price : ৳ 200.70
352,Adiz,200 mg/5 ml,Azithromycin Dihydrate,Euro Pharma Ltd.,15 ml bottle : ৳ 85.00
353,Adiz,500 mg,Azithromycin Dihydrate,Euro Pharma Ltd.,Unit Price : ৳ 35.00
354,Adiz,250 mg,Azithromycin Dihydrate,Euro Pharma Ltd.,Unit Price : ৳ 25.00
355,Adlina,5 mg,Linagliptin,UniMed UniHealth,Unit Price : ৳ 20.00
356,Adlinameg,2.5 mg+850 mg,Linagliptin + Metformin Hydrochloride,UniMed UniHealth,Unit Price : ৳ 14.00
357,Adlinameg,2.5 mg+500 mg,Linagliptin + Metformin Hydrochloride,UniMed UniHealth,Unit Price : ৳ 12.00
358,Adlock,10 mg,Propranolol Hydrochloride,Sonear Laboratories Ltd.,Unit Price : ৳ 0.50
359,Adlock,40 mg,Propranolol Hydrochloride,Sonear Laboratories Ltd.,Unit Price : ৳ 1.70
360,Adlorin,5 mg,Desloratadine,Ad-din Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
361,Admira,80 mg,Gliclazide,UniMed UniHealth,Unit Price : ৳ 6.00
362,Admira MR,30 mg,Gliclazide,UniMed UniHealth,Unit Price : ৳ 6.00
363,Admox,125 mg/5 ml,Amoxicillin Trihydrate,Team Pharmaceuticals Ltd.,100 ml bottle : ৳ 47.60
364,Admox DS,500 mg,Amoxicillin Trihydrate,Team Pharmaceuticals Ltd.,Unit Price : ৳ 6.79
365,Adnix,100 mg/5 ml,Nitazoxanide,Alco Pharma Ltd.,30 ml bottle : ৳ 35.11
366,Adnix,500 mg,Nitazoxanide,Alco Pharma Ltd.,Unit Price : ৳ 10.03
367,Adnor,3 mg,Doxepin (Oral),Apex Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
368,Adocil,500 mg,Cefadroxil Monohydrate,Kemiko Pharmaceuticals Ltd.,Unit Price : ৳ 12.04
369,Adocil,125 mg/5 ml,Cefadroxil Monohydrate,Kemiko Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.24
370,Adolef,,Herbal cough syrup [Adhatoda Vasica],Opsonin Pharma Ltd.,100 ml bottle : ৳ 65.00
371,Adonid,500 mg,Nitazoxanide,Rephco Pharmaceuticals Ltd.,Unit Price : ৳ 10.00
372,Adonid DS,100 mg/5 ml,Nitazoxanide,Rephco Pharmaceuticals Ltd.,30 ml bottle : ৳ 35.00
373,Adora,125 mg/1.25 ml,Cefadroxil Monohydrate,Incepta Pharmaceuticals Ltd.,15 ml bottle : ৳ 50.00
374,Adora,125 mg/5 ml,Cefadroxil Monohydrate,Incepta Pharmaceuticals Ltd.,60 ml bottle : ৳ 60.00
375,Adora,500 mg,Cefadroxil Monohydrate,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 18.00
376,Adora,1000 mg,Cefadroxil Monohydrate,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 32.00
377,Adorex,5 mg/5 ml,Domperidone Maleate,Ambee Pharmaceuticals Ltd.,60 ml bottle : ৳ 28.09
378,Adorex,5 mg/ml,Domperidone Maleate,Ambee Pharmaceuticals Ltd.,15 ml drop : ৳ 20.07
379,Adorex,10 mg,Domperidone Maleate,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 2.00
380,Adovas,,Herbal cough syrup [Adhatoda Vasica],Square Pharmaceuticals Ltd.,100 ml bottle : ৳ 65.00
381,Adrebloc,100 mg/10 ml,Esmolol Hydrochloride,ZAS Corporation,10 ml vial : ৳ 350.00
382,Adrenaline,1 mg/ml,Adrenaline,Techno Drugs Ltd.,1 ml ampoule : ৳ 25.00
383,Adribin,2 mg/ml,Doxorubicin Hydrochloride,Healthcare Pharmaceuticals Ltd.,10 mg vial : ৳ 350.00
384,Adrin,1 mg/ml,Adrenaline,Gaco Pharmaceuticals Ltd.,1 ml ampoule : ৳ 25.00
385,Adrinor,1 mg/ml,Adrenaline,Incepta Pharmaceuticals Ltd.,1 ml ampoule : ৳ 25.00
386,Adrox,125 mg/5 ml,Cefuroxime Axetil,Ad-din Pharmaceuticals Ltd.,70 ml bottle : ৳ 181.00
387,Adryl,10 mg/5 ml,Diphenhydramine Hydrochloride,Square Pharmaceuticals Ltd.,100 ml bottle : ৳ 40.13
388,ADS-10,0.225%+10%,Sodium Chloride + Dextrose,Libra Infusions Ltd.,500 ml bag : ৳ 66.07
389,Adtrizin,10 mg,Cetirizine Hydrochloride,Team Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
390,Aduvit,,Vitamin B complex,Pacific Pharmaceuticals Ltd.,Unit Price : ৳ 0.52
391,Aduvit,,Vitamin B complex,Pacific Pharmaceuticals Ltd.,100 ml bottle : ৳ 35.00
392,Advast,5 mg+10 mg,Amlodipine Besilate + Atorvastatin,Alco Pharma Ltd.,Unit Price : ৳ 10.00
393,Advel,400 mg,Ibuprofen,Opsonin Pharma Ltd.,Unit Price : ৳ 1.43
394,Advel,200 mg,Ibuprofen,Opsonin Pharma Ltd.,Unit Price : ৳ 0.88
395,Advel,100 mg/5 ml,Ibuprofen,Opsonin Pharma Ltd.,100 ml bottle : ৳ 33.71
396,Advixa,40 mg/0.8 ml,Adalimumab,Incepta Pharmaceuticals Ltd.,"0.8 ml pre-filled syringe : ৳ 15,000.00"
397,Adze,400 mg,Albendazole,Kemiko Pharmaceuticals Ltd.,Unit Price : ৳ 4.01
398,Aerodyl,20 mg,Bambuterol Hydrochloride,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
399,Aerodyl,10 mg,Bambuterol Hydrochloride,Silva Pharmaceuticals Ltd.,Unit Price : ৳ 1.51
400,Aerodyl,5 mg/5 ml,Bambuterol Hydrochloride,Silva Pharmaceuticals Ltd.,60 ml bottle : ৳ 20.07
401,Aerofen,1 mg/5 ml,Ketotifen Fumarate (Oral),Silva Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
402,Aerofen,1 mg,Ketotifen Fumarate (Oral),Silva Pharmaceuticals Ltd.,Unit Price : ৳ 1.51
403,Aeron,10 mg,Montelukast Sodium,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
404,Aeron FT,5 mg,Montelukast Sodium,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
405,Aeron FT,4 mg,Montelukast Sodium,Healthcare Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
406,Aeronid,200 mcg/puff,Budesonide (Inhaler),Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 410.00
407,Aeropac,67 mg/ml,Simethicone,Amico Laboratories Ltd.,15 ml drop : ৳ 30.00
408,Aerophin,11.25 mg/0.5 ml,Racepinephrine,Incepta Pharmaceuticals Ltd.,0.5 ml ampoule : ৳ 25.00
409,Aerovil,15 mg/5 ml,Pheniramine Maleate,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 20.00
410,Afatin,40 mg,Afatinib Dimaleate,Beacon Pharmaceuticals Ltd.,Price Unavailable
411,Afexa,180 mg,Fexofenadine Hydrochloride,UniMed UniHealth,Unit Price : ৳ 10.00
412,Afexa,120 mg,Fexofenadine Hydrochloride,UniMed UniHealth,Unit Price : ৳ 8.00
413,Afexa,30 mg/5 ml,Fexofenadine Hydrochloride,UniMed UniHealth,50 ml bottle : ৳ 48.00
414,Afinitor,5 mg,Everolimus,Novartis (Bangladesh) Ltd.,"Unit Price : ৳ 5,834.98"
415,Afinitor,10 mg,Everolimus,Novartis (Bangladesh) Ltd.,"Unit Price : ৳ 8,976.66"
416,Afix,400 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 50.00
417,Afix,400 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 50.00
418,Afix,200 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 35.00
419,Afix,200 mg,Cefixime Trihydrate,Aristopharma Ltd.,Unit Price : ৳ 35.00
420,Afix,100 mg/5 ml,Cefixime Trihydrate,Aristopharma Ltd.,30 ml bottle : ৳ 135.00
421,Afix DS,200 mg/5 ml,Cefixime Trihydrate,Aristopharma Ltd.,30 ml bottle : ৳ 195.00
422,Afixime,25 mg/ml,Cefixime Trihydrate,Asiatic Laboratories Ltd.,21 ml bottle : ৳ 100.00
423,Afixime,400 mg,Cefixime Trihydrate,Asiatic Laboratories Ltd.,Unit Price : ৳ 50.00
424,Afixime,100 mg/5 ml,Cefixime Trihydrate,Asiatic Laboratories Ltd.,37.5 ml bottle : ৳ 130.00
425,Afixime,200 mg,Cefixime Trihydrate,Asiatic Laboratories Ltd.,Unit Price : ৳ 30.00
426,Afluzol,150 mg,Fluconazole,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 22.07
427,Afluzol,50 mg/5 ml,Fluconazole,Ambee Pharmaceuticals Ltd.,35 ml bottle : ৳ 78.27
428,Afluzol,50 mg,Fluconazole,Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 8.03
429,AFM,0.10%,Fluorometholone Acetate,Aristopharma Ltd.,5 ml drop : ৳ 100.00
430,AFM-Plus,0.1%+0.3%,Fluorometholone + Gentamicin,Aristopharma Ltd.,5 ml drop : ৳ 110.00
431,AFM-Plus,0.1%+0.3%,Fluorometholone + Gentamicin,Aristopharma Ltd.,3 gm tube : ৳ 130.00
432,AFM-T,0.1%+0.025%,Fluorometholone + Tetrahydrozoline,Aristopharma Ltd.,5 ml drop : ৳ 100.00
433,Afrin,0.03%,Oxymetazoline Hydrochloride (Nasal Preparation),Aristopharma Ltd.,10 ml drop : ৳ 40.00
434,Afrin,0.05%,Oxymetazoline Hydrochloride (Nasal Preparation),Aristopharma Ltd.,10 ml drop : ৳ 45.00
435,Afrodic,,Herbal cough syrup [Tulsi],Ibn Sina Pharmaceuticals Ltd.,100 ml bottle : ৳ 50.00
436,Afrodic,,Ambar Momiyaee,Ibn Sina Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
437,Afun,1%,Clotrimazole (Topical),Square Pharmaceuticals Ltd.,10 gm tube : ৳ 35.11
438,Afun VT,200 mg,Clotrimazole (Vaginal tablet),Square Pharmaceuticals Ltd.,Unit Price : ৳ 20.06
439,Afuvin,500 mg,Griseofulvin [Microsize],Ambee Pharmaceuticals Ltd.,Unit Price : ৳ 5.32
440,Age M,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,Mystic Pharmaceuticals Ltd.,Unit Price : ৳ 2.53
441,Age Plus,,"Super Antioxidant, Vitamins & Multimineral",Mystic Pharmaceuticals Ltd.,Unit Price : ৳ 3.75
442,Agedefy,6 mg+200 mg+50 mg,Betacarotene + Vitamin C + Vitamin E,Medimet Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
443,Agerd,,Tabkheer,Hamdard Bangladesh,Unit Price : ৳ 3.00
444,Aggra,50 mg,Sildenafil Citrate,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
445,Aggra,100 mg,Sildenafil Citrate,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 50.00
446,Aggreno,25 mg+200 mg,Aspirin + Dipyridamole,Ziska Pharmaceuticals Ltd.,Unit Price : ৳ 12.00
447,Aglip,12.5 mg,Alogliptin,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 12.00
448,Aglip,25 mg,Alogliptin,Eskayef Pharmaceuticals Ltd.,Unit Price : ৳ 22.00
449,Agotin,25 mg,Agomelatine,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 50.15
450,Agoxin,0.25 mg,Digoxin,Aristopharma Ltd.,Unit Price : ৳ 1.09
451,Agrippal S1,0.5 ml/prefilled syringe,Inactivated Influenza Vaccine,Novartis (Bangladesh) Ltd.,0.5 ml pre-filled syringe : ৳ 650.00
452,AH,400 mg,Albendazole,Drug International Ltd.,Unit Price : ৳ 5.00
453,AH,200 mg/5 ml,Albendazole,Drug International Ltd.,10 ml bottle : ৳ 20.10
454,Aid,50 mg,Diclofenac Sodium,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 0.80
455,Aid SR,100 mg,Diclofenac Sodium,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
456,Aid TR,100 mg,Diclofenac Sodium,Premier Pharmaceuticals Ltd.,Unit Price : ৳ 3.00
457,Aire,2 mg,Levosalbutamol (Oral),Delta Pharma Ltd.,Unit Price : ৳ 1.70
458,Aire,1 mg,Levosalbutamol (Oral),Delta Pharma Ltd.,Unit Price : ৳ 0.90
459,Airnaaf,1 mg/5 ml,Ketotifen Fumarate (Oral),Naafco Pharma Ltd.,100 ml bottle : ৳ 50.00
460,Airpro,1 mg/5 ml,Levosalbutamol (Oral),Everest Pharmaceuticals Ltd.,100 ml bottle : ৳ 45.00
461,Airup,10 mg,Montelukast Sodium,Pharmasia Limited,Unit Price : ৳ 10.00
462,Airup,5 mg,Montelukast Sodium,Pharmasia Limited,Unit Price : ৳ 7.50
463,Airup,5 mg,Montelukast Sodium,Pharmasia Limited,Unit Price : ৳ 8.00
464,Airway,4 mg,Montelukast Sodium,One Pharma Ltd.,Unit Price : ৳ 6.00
465,Airway,10 mg,Montelukast Sodium,One Pharma Ltd.,Unit Price : ৳ 15.00
466,Airway,5 mg,Montelukast Sodium,One Pharma Ltd.,Unit Price : ৳ 8.00
467,Ajardy,10 mg,Empagliflozin,Ziska Pharmaceuticals Ltd.,Unit Price : ৳ 25.00
468,Ajardy,25 mg,Empagliflozin,Ziska Pharmaceuticals Ltd.,Unit Price : ৳ 40.00
469,Ajardy M,5 mg+500 mg,Empagliflozin + Metformin Hydrochloride,Ziska Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
470,Akarvia,200 mg,Favipiravir,Incepta Pharmaceuticals Ltd.,Unit Price : ৳ 400.00
471,Aknill,0.05%,Isotretinoin (Topical),Incepta Pharmaceuticals Ltd.,20 gm tube : ৳ 130.00
472,Aktivex,250 mg,Naproxen Sodium,Opso Saline Ltd.,Unit Price : ৳ 5.00
473,Aktivex,500 mg,Naproxen Sodium,Opso Saline Ltd.,Unit Price : ৳ 9.00
474,AL-DS,400 mg,Albendazole,Globe Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
475,Alaclov,500 mg,Valacyclovir,ACI Limited,Unit Price : ৳ 40.27
476,Alacot,0.10%,Olopatadine Hydrochloride (Ophthalmic),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 110.34
477,Alacot DS,0.20%,Olopatadine Hydrochloride (Ophthalmic),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 175.00
478,Alacot Max,0.70%,Olopatadine Hydrochloride (Ophthalmic),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 230.00
479,Aladay,0.10%,Olopatadine Hydrochloride (Ophthalmic),Eskayef Pharmaceuticals Ltd.,5 ml drop : ৳ 110.00
480,Aladay DS,0.20%,Olopatadine Hydrochloride (Ophthalmic),Eskayef Pharmaceuticals Ltd.,5 ml drop : ৳ 160.00
